area,rooms,bathroom,parking spaces,floor,animal,furniture,hoa (R$),rent amount (R$),property tax (R$),fire insurance (R$),total (R$),city_pos_0,city_pos_1,city_pos_2,city_pos_3,city_pos_4
118,3,2,0,2,1,0,1334,1560,210,21,3125,0,0,0,1,0
65,2,1,1,3,1,0,420,1250,53,16,1739,0,1,0,0,0
180,3,3,2,6,1,0,2000,7000,475,91,9566,0,0,0,1,0
348,3,3,3,0,1,0,0,4850,400,73,5323,0,1,0,0,0
150,3,3,1,3,0,0,2229,4500,484,58,7271,0,0,0,0,1
45,1,1,0,6,1,0,350,650,28,10,1038,0,0,1,0,0
37,1,1,1,3,0,1,485,3300,13,42,3840,0,0,0,0,1
540,4,4,6,0,1,0,0,5220,1542,79,6841,0,0,0,0,1
521,5,2,3,0,1,0,0,10000,743,164,10910,1,0,0,0,0
147,4,3,3,8,1,0,1600,4800,284,61,6745,0,1,0,0,0
130,3,2,1,8,1,0,1889,2610,450,34,4983,0,0,0,1,0
190,3,2,1,0,1,0,0,3700,0,56,3756,0,0,0,0,1
28,1,1,0,16,1,0,1100,730,99,10,1939,0,0,0,1,0
160,3,3,3,0,0,0,1509,5850,528,88,7975,0,0,0,0,1
310,3,2,0,5,1,0,2500,5200,595,68,8363,0,0,0,1,0
530,4,5,6,0,0,0,0,13000,0,196,13200,0,0,0,0,1
59,2,1,1,9,1,1,801,1200,0,16,2017,0,0,0,0,1
800,5,4,8,0,1,0,0,14200,2250,214,16660,0,0,0,0,1
77,2,1,0,3,1,0,590,2050,7,26,2673,0,0,0,0,1
160,3,2,1,6,1,0,1500,4300,500,55,6355,0,0,0,0,1
47,1,1,1,15,1,0,530,1800,0,23,2353,0,0,0,0,1
52,2,1,1,1,1,0,160,1000,0,14,1174,1,0,0,0,0
60,1,2,1,2,1,0,1155,4000,112,51,5318,0,0,0,0,1
120,3,3,2,9,1,0,750,3000,500,39,4289,0,0,0,1,0
55,2,1,0,2,0,0,0,850,50,12,912,1,0,0,0,0
110,3,3,2,0,1,0,560,3200,88,49,3897,0,1,0,0,0
145,3,4,0,2,1,1,250,2950,75,44,3319,0,0,1,0,0
88,2,4,2,8,1,0,840,2300,379,30,3549,0,0,0,0,1
49,2,1,1,11,1,0,350,2000,3,26,2379,0,0,0,0,1
26,1,1,0,4,1,1,550,3500,80,45,4175,0,0,0,0,1
36,1,1,0,6,1,0,300,1600,60,21,1981,0,0,0,0,1
150,3,2,5,0,1,0,0,2100,260,32,2392,0,0,0,0,1
77,1,1,1,8,0,0,0,5700,0,73,5773,0,0,0,0,1
60,1,1,2,0,1,0,0,1610,50,25,1685,0,1,0,0,0
58,2,2,1,1,1,0,761,1190,105,16,2072,0,0,0,1,0
145,4,4,3,14,1,0,1663,4500,584,58,6805,0,0,0,0,1
408,4,6,3,20,1,0,2800,15000,1667,191,19660,0,0,0,0,1
50,1,1,0,0,1,0,0,800,18,13,831,0,0,0,0,1
85,3,2,2,12,1,0,900,3300,116,42,4358,0,0,0,0,1
210,3,3,3,1,1,0,400,4200,242,56,4898,1,0,0,0,0
100,3,1,2,3,1,0,200,1646,73,22,1941,1,0,0,0,0
68,2,1,1,6,0,1,480,1900,78,28,2486,0,0,1,0,0
42,1,1,1,16,0,0,472,2000,75,26,2573,0,1,0,0,0
87,3,1,0,15,1,0,725,1300,105,17,2147,0,1,0,0,0
40,1,1,0,1,1,0,240,950,84,13,1287,0,0,0,0,1
50,2,1,1,4,1,0,540,1850,133,24,2547,0,0,0,0,1
85,2,2,0,7,1,1,660,2520,113,37,3330,0,0,1,0,0
55,1,1,1,3,1,1,550,1910,110,28,2598,0,0,1,0,0
127,2,2,2,5,1,0,1550,5500,361,70,7481,0,0,0,0,1
172,3,5,3,0,1,0,0,5800,607,88,6495,0,0,0,0,1
75,2,1,2,2,1,0,380,1200,55,18,1653,0,0,1,0,0
50,1,1,1,6,0,0,500,3000,123,39,3662,0,0,0,0,1
120,4,2,5,0,1,0,0,4200,0,64,4264,0,1,0,0,0
95,3,2,2,15,1,0,720,3490,167,45,4422,0,0,0,0,1
300,5,3,6,0,1,0,0,5200,334,86,5620,1,0,0,0,0
44,1,1,0,1,1,1,360,1600,0,21,1981,0,0,0,1,0
563,3,6,4,12,1,0,5200,15000,1250,220,21670,0,0,1,0,0
65,2,2,0,2,0,0,150,1700,84,22,1956,0,0,0,1,0
170,2,2,1,9,1,0,884,2940,80,38,3942,0,0,0,1,0
22,1,1,1,1,0,1,0,1500,0,20,1520,1,0,0,0,0
410,4,4,4,0,1,1,0,4900,466,81,5447,1,0,0,0,0
60,2,1,1,2,1,0,561,1400,41,19,2021,0,0,0,1,0
47,1,1,0,7,1,0,890,2700,178,35,3803,0,0,0,0,1
157,4,3,3,3,1,1,1717,9000,108,120,10950,1,0,0,0,0
280,3,4,2,0,1,0,0,7000,584,106,7690,0,0,0,0,1
68,3,2,1,14,1,0,830,1050,82,14,1976,0,0,0,1,0
56,1,1,0,3,0,0,428,560,17,9,1014,0,1,0,0,0
140,2,4,1,11,1,0,2200,8900,300,113,11510,0,0,0,0,1
50,2,1,0,2,0,0,386,830,55,11,1282,0,1,0,0,0
40,2,1,1,3,1,0,320,1200,70,16,1606,0,1,0,0,0
260,3,4,4,4,1,1,5000,12000,0,153,17150,0,0,0,0,1
700,6,8,8,0,1,1,0,14000,1020,211,15230,0,0,0,0,1
130,2,1,0,0,1,1,0,1900,292,29,2221,0,0,0,0,1
215,3,2,0,4,0,0,1054,4000,229,51,5334,0,0,0,0,1
300,4,3,2,1,1,0,2500,4500,796,58,7854,0,0,0,1,0
250,4,5,4,1,1,0,4200,12000,1667,153,18020,0,0,0,0,1
80,2,2,1,7,1,1,1180,5435,207,71,6893,0,0,0,1,0
54,2,1,0,13,1,1,460,1200,41,18,1719,0,0,1,0,0
57,1,2,1,12,0,0,660,650,0,9,1319,0,1,0,0,0
130,3,2,1,9,0,0,1500,4500,0,58,6058,0,0,0,0,1
48,1,1,2,15,0,1,2121,6800,400,87,9408,0,0,0,0,1
318,4,3,0,0,1,0,0,19000,384,338,19720,0,0,1,0,0
77,1,2,1,29,1,1,750,7740,209,99,8798,0,0,0,0,1
42,1,1,1,14,1,1,1202,2650,243,34,4129,0,0,0,0,1
74,3,1,0,0,1,0,0,1600,40,25,1665,0,0,0,1,0
452,4,6,4,13,1,0,3033,9980,2500,127,15640,0,0,0,0,1
41,1,2,1,6,1,0,400,2400,67,36,2903,0,0,1,0,0
90,2,2,2,1,1,0,1200,1917,275,25,3417,0,0,0,0,1
145,1,3,1,5,0,1,1200,8000,537,104,9841,0,0,0,1,0
70,1,2,0,2,1,0,450,2035,111,26,2622,0,0,0,0,1
180,3,4,5,0,1,0,0,3300,266,50,3616,0,0,0,0,1
68,2,1,0,12,1,0,470,1300,50,17,1837,0,0,0,0,1
300,4,4,3,0,1,0,0,10000,767,151,10920,0,0,0,0,1
270,3,3,1,0,1,1,0,6500,23,98,6621,0,0,0,0,1
63,1,1,1,3,1,0,298,650,0,9,957,0,0,0,0,1
140,2,3,1,3,1,1,1306,5000,250,64,6620,0,0,0,0,1
220,5,4,3,0,0,0,0,8000,425,121,8546,0,0,0,0,1
90,3,2,2,5,1,0,1478,2500,355,32,4365,0,0,0,0,1
62,2,2,1,2,0,1,733,3200,129,41,4103,0,0,0,0,1
55,1,1,0,1,0,0,140,770,0,10,920,0,0,0,0,1
170,3,2,3,0,1,0,0,4000,180,66,4246,1,0,0,0,0
75,3,2,1,1,1,0,290,1100,90,15,1495,1,0,0,0,0
150,3,4,3,10,1,0,1700,2490,375,32,4597,0,0,0,0,1
270,4,4,2,0,1,0,0,7000,200,125,7325,0,0,1,0,0
55,2,1,0,1,0,0,185,1500,27,22,1734,0,0,1,0,0
38,1,1,0,4,0,0,457,1050,0,14,1521,0,0,0,1,0
87,2,2,1,2,1,0,580,1970,117,29,2696,0,0,1,0,0
26,1,1,1,1,1,0,60,750,67,10,887,1,0,0,0,0
384,5,4,6,0,0,0,0,5000,435,82,5517,1,0,0,0,0
62,2,1,1,2,1,0,100,1050,84,14,1248,1,0,0,0,0
70,2,1,1,6,1,0,900,1750,50,23,2723,0,0,0,0,1
48,1,1,1,8,1,1,1580,1288,0,19,2887,0,0,1,0,0
396,4,4,4,0,1,0,0,10000,750,151,10900,0,0,0,0,1
480,3,4,1,3,1,0,5200,7000,1201,91,13490,0,0,0,1,0
230,4,4,3,3,1,0,1700,6300,431,84,8515,1,0,0,0,0
60,1,1,0,5,1,0,650,2210,84,29,2973,0,0,0,1,0
80,2,2,2,2,1,0,1088,1900,420,25,3433,0,0,0,1,0
150,4,3,3,5,1,0,1609,7500,525,97,9731,0,0,0,1,0
85,3,1,0,2,0,0,150,1100,150,15,1415,1,0,0,0,0
25,1,1,0,14,1,0,304,2200,60,28,2592,0,0,0,0,1
105,3,3,0,3,1,0,840,2125,111,32,3108,0,0,1,0,0
144,4,2,2,6,1,0,1820,4800,667,61,7348,0,0,0,0,1
100,1,1,0,0,1,0,0,1530,84,23,1637,0,0,0,0,1
649,5,5,6,0,1,1,0,15000,1065,246,16310,1,0,0,0,0
55,2,1,1,2,1,0,300,850,30,13,1193,0,0,1,0,0
68,2,2,1,2,1,0,400,1800,82,27,2309,0,0,1,0,0
265,3,3,0,0,1,0,0,8500,475,128,9103,0,0,0,0,1
96,2,1,0,9,1,1,940,4387,3,56,5386,0,0,0,0,1
241,5,4,3,0,1,0,0,5200,310,86,5596,1,0,0,0,0
65,2,1,1,8,1,0,610,900,88,12,1610,0,0,0,1,0
71,2,1,1,3,1,0,670,1130,114,15,1929,0,1,0,0,0
90,1,1,0,1,0,0,200,1550,167,20,1937,0,0,0,0,1
90,3,2,0,9,1,0,900,2100,84,27,3111,0,0,0,0,1
42,1,1,1,9,1,0,460,1020,42,13,1535,0,1,0,0,0
109,3,1,1,5,1,0,500,1400,42,21,1963,0,0,1,0,0
260,4,1,2,5,1,1,3800,15000,1167,194,20160,0,0,0,1,0
154,3,3,2,12,1,1,1042,2000,0,26,3068,0,0,0,0,1
55,1,1,0,0,0,0,0,1020,21,17,1058,1,0,0,0,0
49,2,2,1,8,1,0,632,2400,55,31,3118,0,0,0,0,1
56,1,1,0,2,1,1,0,8000,280,102,8382,0,0,0,0,1
67,2,1,1,2,1,0,500,1230,42,16,1788,0,1,0,0,0
160,4,4,0,9,1,1,1300,3175,787,41,5303,0,0,0,0,1
118,3,2,1,3,1,0,300,1800,50,27,2177,0,0,1,0,0
47,2,1,1,6,1,0,350,1480,75,20,1925,1,0,0,0,0
132,3,4,3,2,0,0,2137,2980,520,38,5675,0,0,0,0,1
47,1,1,0,20,1,0,280,755,27,12,1074,0,0,1,0,0
60,3,2,1,13,0,0,340,1700,120,22,2182,0,1,0,0,0
250,4,5,0,14,1,0,3392,7880,1566,100,12940,0,0,0,0,1
400,3,4,5,0,1,1,0,8500,309,152,8961,0,0,1,0,0
28,1,1,0,4,1,1,484,2200,0,29,2713,0,0,0,1,0
300,3,4,2,9,1,1,2000,14000,1084,178,17260,0,0,0,0,1
78,2,1,2,9,1,1,0,5900,0,75,5975,0,0,0,0,1
56,2,1,0,3,1,0,250,1800,41,23,2114,0,0,0,0,1
110,2,2,0,4,1,1,1356,3360,248,43,5007,0,0,0,0,1
65,2,2,1,7,1,0,630,1800,25,23,2478,0,0,0,0,1
59,3,1,1,1,1,0,100,1018,63,14,1195,1,0,0,0,0
20,1,1,0,1,1,1,602,1800,130,23,2555,0,0,0,0,1
65,3,1,1,11,1,0,510,1800,0,23,2333,0,0,0,0,1
235,4,4,4,5,1,1,3330,14900,1417,189,19840,0,0,0,0,1
137,2,3,2,1,1,0,2800,14000,542,178,17520,0,0,0,0,1
50,1,1,1,0,0,0,0,1500,80,23,1603,0,0,0,0,1
120,3,1,4,0,1,0,0,3500,234,53,3787,0,0,0,0,1
80,2,1,0,0,0,0,0,1576,125,24,1725,0,0,0,0,1
82,3,1,0,3,0,1,460,2700,50,35,3245,0,0,0,1,0
160,3,2,1,0,1,0,0,4700,0,71,4771,0,0,0,0,1
51,1,1,0,1,1,1,785,2350,150,30,3315,0,0,0,0,1
56,2,1,0,0,1,0,200,1400,0,10,1610,0,0,0,0,1
170,3,4,0,14,1,1,2200,4000,800,51,7051,0,0,0,0,1
300,4,5,4,19,1,0,3150,3800,1630,49,8629,0,0,0,0,1
60,2,1,1,11,1,1,500,3400,23,44,3967,0,0,0,0,1
50,1,1,1,2,1,0,470,990,19,13,1492,0,0,0,1,0
250,5,6,2,0,1,0,0,9000,717,136,9853,0,0,0,0,1
80,2,2,2,12,1,0,900,935,100,13,1948,0,0,0,1,0
110,2,1,1,6,0,0,1200,3800,250,49,5299,0,0,0,1,0
430,4,5,3,0,1,0,0,6000,0,99,6099,1,0,0,0,0
144,4,3,3,14,0,1,1050,4500,390,60,6000,1,0,0,0,0
80,2,1,1,1,1,0,875,24000,0,305,25180,0,0,0,0,1
30,1,1,0,5,1,0,280,580,12,8,880,0,1,0,0,0
163,2,3,2,18,1,1,1464,8000,470,102,10040,0,0,0,0,1
80,2,2,2,9,1,0,400,2600,113,35,3148,1,0,0,0,0
300,5,4,7,0,1,0,0,15000,2292,226,17520,0,0,0,0,1
544,4,3,7,0,1,0,0,3200,250,53,3503,1,0,0,0,0
95,3,2,2,4,0,0,666,1800,134,24,2624,1,0,0,0,0
65,2,1,0,1,1,0,355,1030,24,16,1425,0,0,1,0,0
305,4,5,5,26,1,0,5071,14000,2241,187,21500,1,0,0,0,0
103,2,2,2,1,0,0,400,1200,100,16,1716,1,0,0,0,0
135,3,2,2,3,1,0,1650,2300,775,30,4755,0,0,0,0,1
200,3,4,2,13,1,0,1900,7000,677,89,9666,0,0,0,0,1
47,2,2,1,12,1,0,500,1000,40,13,1553,0,0,0,1,0
35,1,1,0,3,1,0,310,700,80,10,1100,0,0,0,1,0
44,2,1,1,2,1,0,244,1000,0,13,1257,0,1,0,0,0
82,2,1,1,5,1,0,860,3400,0,44,4304,0,0,0,0,1
50,1,1,1,0,0,0,0,900,21,14,935,0,0,0,0,1
360,4,3,3,0,1,0,0,3300,171,55,3526,1,0,0,0,0
95,3,2,2,2,1,0,350,2500,71,37,2958,0,0,1,0,0
83,2,3,2,8,1,0,1555,3200,735,41,5531,0,0,0,0,1
60,1,1,1,6,1,0,683,2100,0,27,2810,0,0,0,0,1
122,3,2,1,9,1,0,1766,5800,279,74,7919,0,0,0,0,1
150,3,4,4,14,1,0,1076,7925,651,101,9753,0,0,0,0,1
450,5,4,8,0,1,0,0,3460,400,53,3913,0,1,0,0,0
58,2,1,1,4,1,0,350,1000,47,15,1412,0,0,1,0,0
380,4,2,4,0,1,0,0,4600,700,70,5370,0,0,0,0,1
430,4,5,3,7,1,0,1945,8000,528,107,10580,1,0,0,0,0
280,3,5,2,3,1,1,729,5280,500,78,6587,0,0,1,0,0
580,5,6,5,0,0,0,0,15000,1153,246,16400,1,0,0,0,0
98,2,2,0,2,1,0,310,1100,38,17,1465,0,0,1,0,0
40,1,1,1,2,0,0,225,1080,65,14,1384,0,0,0,0,1
50,2,1,1,2,0,1,328,2300,0,30,2658,0,0,0,1,0
40,1,1,1,11,1,1,1233,4065,202,52,5552,0,0,0,0,1
75,4,4,1,9,0,1,700,4500,0,58,5258,0,0,0,1,0
72,1,1,1,1,1,0,957,3500,239,46,4742,0,0,0,1,0
429,5,4,6,0,1,0,0,12750,2312,192,15250,0,0,0,0,1
380,4,2,0,0,1,0,0,8000,0,121,8121,0,0,0,0,1
72,3,1,1,3,0,0,300,900,86,12,1298,1,0,0,0,0
114,3,3,0,0,1,0,150,2600,171,40,2961,0,0,0,0,1
100,3,2,4,0,1,0,0,3880,255,59,4194,0,0,0,0,1
120,4,2,2,11,1,0,1630,4000,464,51,6145,0,0,0,0,1
100,3,3,2,6,1,0,1250,5500,250,70,7070,0,0,0,0,1
170,2,3,2,0,1,0,0,6500,292,116,6908,0,0,1,0,0
62,1,2,1,4,1,1,2400,12000,350,153,14900,0,0,0,0,1
62,2,2,1,5,1,0,510,2500,158,32,3200,0,0,0,0,1
94,2,3,2,18,0,0,1600,4400,325,56,6381,0,0,0,0,1
144,3,2,1,7,1,1,1500,8200,622,106,10430,0,0,0,1,0
68,2,1,2,1,1,0,520,1200,74,16,1810,0,1,0,0,0
42,1,1,0,5,0,1,290,2200,66,33,2589,0,0,1,0,0
84,3,1,0,3,1,1,70,1460,44,22,1596,0,0,1,0,0
165,3,4,4,15,1,0,2000,10000,799,127,12930,0,0,0,0,1
50,2,1,1,9,1,0,390,1072,0,14,1476,0,0,0,0,1
65,2,1,1,3,0,1,400,1750,100,26,2276,0,0,1,0,0
52,1,1,1,8,0,1,1000,2300,50,30,3380,0,1,0,0,0
136,3,3,2,12,1,0,738,3400,115,44,4297,0,0,0,0,1
75,2,1,1,3,0,0,200,1100,62,15,1377,1,0,0,0,0
212,3,5,3,7,1,0,2300,7000,1084,89,10470,0,0,0,0,1
70,2,1,1,1,1,0,580,1400,52,18,2050,0,0,0,0,1
57,2,1,1,5,1,1,550,2300,63,30,2943,0,0,0,0,1
128,2,3,3,9,1,0,2000,3900,500,50,6450,0,0,0,0,1
62,2,2,1,1,0,0,0,2350,0,30,2380,0,0,0,0,1
140,3,3,2,0,1,0,0,3800,200,58,4058,0,0,0,0,1
55,2,1,1,14,1,0,420,1399,0,18,1837,0,0,0,0,1
130,3,2,1,8,1,0,2400,5500,209,70,8179,0,0,0,0,1
82,3,2,2,4,0,0,860,2600,209,33,3702,0,0,0,0,1
100,3,2,1,5,1,0,1221,1200,38,16,2475,0,0,0,0,1
122,2,2,2,10,1,0,1761,3950,640,51,6402,0,0,0,0,1
87,2,1,0,2,1,0,300,1300,64,19,1683,0,0,1,0,0
70,2,1,2,4,1,0,290,780,0,11,1081,1,0,0,0,0
123,3,2,1,1,1,0,2800,3700,237,48,6785,0,0,0,1,0
91,3,2,2,3,1,0,400,3390,150,50,3990,0,0,1,0,0
50,1,1,0,4,1,0,100,1100,0,14,1214,0,0,0,0,1
189,4,3,3,14,1,0,3300,5780,440,74,9594,0,0,0,0,1
45,2,1,1,3,1,0,312,850,25,11,1198,0,1,0,0,0
35,1,1,0,7,1,1,560,1950,50,26,2586,0,0,0,1,0
350,5,5,4,8,0,0,3000,7200,1417,92,11710,0,0,0,0,1
73,1,1,0,13,0,0,744,1460,142,20,2366,1,0,0,0,0
35,2,1,1,0,1,0,125,2100,0,32,2257,0,0,0,0,1
685,4,3,5,11,1,0,3960,13000,3120,165,20250,0,0,0,0,1
140,5,2,1,1,1,1,0,3999,200,51,4250,0,0,0,0,1
78,3,3,2,10,1,0,639,2800,117,36,3592,0,0,0,0,1
200,6,4,2,0,1,0,0,5600,4710,85,10400,0,0,0,0,1
102,2,2,1,11,1,1,1900,3000,259,44,5203,0,0,1,0,0
48,2,1,1,5,1,0,263,1000,66,13,1342,0,1,0,0,0
84,3,2,1,3,0,1,741,2175,185,28,3129,0,0,0,0,1
80,2,1,1,0,1,0,30,1300,40,20,1390,0,0,0,0,1
391,4,5,2,15,1,0,2900,10000,1999,127,15030,0,0,0,0,1
227,4,4,3,7,0,1,2000,15000,750,191,17940,0,0,0,0,1
180,3,3,4,27,1,0,1800,6500,859,83,9242,0,0,0,0,1
178,4,4,4,1,1,0,1200,3900,409,52,5561,1,0,0,0,0
105,1,1,2,29,0,0,1300,8700,417,111,10530,0,0,0,0,1
26,1,1,0,4,1,1,400,4300,60,55,4815,0,0,0,0,1
200,2,3,1,10,1,0,1750,4500,0,58,6308,0,0,0,0,1
78,2,2,2,3,1,0,150,1300,100,18,1568,1,0,0,0,0
309,4,5,3,0,1,0,0,12000,734,181,12920,0,0,0,0,1
66,3,2,1,11,1,0,400,1500,40,22,1962,0,0,1,0,0
20,1,1,0,11,0,1,0,1650,0,22,1672,0,0,0,1,0
35,1,1,1,13,1,0,475,750,32,10,1267,0,1,0,0,0
130,2,4,3,2,1,0,1800,6000,667,77,8544,0,0,0,0,1
120,3,1,0,1,1,0,0,1210,207,16,1433,0,0,0,0,1
75,2,2,0,1,0,0,670,2200,59,29,2958,0,0,0,1,0
120,3,3,2,23,0,0,1500,7300,400,93,9293,0,0,0,0,1
65,2,1,1,1,1,1,0,1530,0,20,1550,0,0,0,1,0
62,3,1,2,1,1,0,750,1400,156,18,2324,0,0,0,0,1
129,3,4,2,8,1,0,1800,3000,600,39,5439,0,0,0,0,1
70,2,2,4,0,1,0,0,3000,190,46,3236,0,0,0,0,1
38,1,1,0,12,0,0,600,1700,82,22,2404,0,0,0,1,0
120,3,3,3,7,1,0,800,5000,0,74,5874,0,0,1,0,0
180,2,3,2,0,1,0,0,3150,301,48,3499,0,0,0,0,1
82,1,1,2,1,1,0,1650,8000,267,102,10020,0,0,0,0,1
58,2,2,2,7,1,0,304,1400,100,19,1823,1,0,0,0,0
52,2,1,1,3,0,0,450,2400,78,31,2959,0,0,0,0,1
67,2,1,0,3,1,0,385,1300,56,17,1758,0,0,0,0,1
100,3,1,1,2,1,0,0,2900,301,39,3240,1,0,0,0,0
570,4,5,4,14,1,0,3800,10870,2016,138,16820,0,0,0,0,1
54,2,1,1,1,1,0,280,2200,0,28,2508,0,0,0,0,1
150,4,2,0,0,1,0,0,2500,184,38,2722,0,1,0,0,0
32,1,1,1,11,1,1,652,3870,42,50,4614,0,0,0,0,1
127,3,2,2,1,1,0,0,5000,250,76,5326,0,0,0,0,1
58,2,1,1,0,1,0,170,800,24,12,1006,0,0,1,0,0
230,3,2,2,0,1,1,0,4590,309,69,4968,0,0,0,0,1
60,1,1,0,0,0,0,0,1600,192,25,1817,0,0,0,0,1
60,1,1,0,2,0,1,100,1170,0,18,1288,0,0,1,0,0
245,3,5,4,13,1,1,2450,11500,1584,146,15680,0,0,0,0,1
180,3,2,2,2,1,0,2500,7000,1200,89,10790,0,0,0,0,1
42,1,1,1,2,1,0,280,900,19,14,1213,0,0,1,0,0
41,1,1,0,5,1,1,300,1090,84,16,1490,0,0,1,0,0
800,4,4,3,0,1,0,0,8000,834,132,8966,1,0,0,0,0
700,7,6,5,0,1,0,0,15000,1161,246,16410,1,0,0,0,0
140,3,3,2,0,1,0,0,2300,0,35,2335,0,0,0,0,1
222,4,3,2,13,1,0,2300,4000,200,59,6559,0,0,1,0,0
122,3,3,2,2,1,0,600,2500,149,37,3286,0,0,1,0,0
62,1,1,0,7,0,1,943,2700,156,35,3834,0,0,0,1,0
107,2,2,0,6,0,0,799,3150,0,40,3989,0,0,0,0,1
40,1,1,0,4,1,1,510,1360,1,18,1889,0,0,0,1,0
72,3,1,1,1,1,1,470,1075,49,14,1608,0,1,0,0,0
400,4,6,4,15,1,0,1840,6000,668,80,8588,1,0,0,0,0
84,2,3,2,25,1,1,634,6900,165,88,7787,0,0,0,0,1
80,3,2,2,11,1,0,700,1800,167,24,2691,1,0,0,0,0
90,2,2,0,0,1,0,0,1750,0,27,1777,0,0,0,0,1
413,4,4,0,1,1,0,2314,7900,692,106,11010,1,0,0,0,0
120,4,4,1,0,1,0,0,4500,67,68,4635,0,0,0,0,1
66,2,1,1,3,1,0,200,1000,25,14,1239,1,0,0,0,0
140,3,2,1,22,0,0,732,3000,305,39,4076,0,0,0,1,0
190,4,2,2,4,1,0,970,3500,287,47,4804,1,0,0,0,0
325,5,5,4,0,1,0,0,6000,420,91,6511,0,0,0,0,1
60,2,2,0,15,1,1,1640,2300,205,30,4175,0,0,0,1,0
310,4,4,3,0,1,0,0,7000,675,106,7781,0,0,0,0,1
100,2,2,2,6,1,1,1700,6500,42,83,8325,0,0,0,0,1
120,2,1,0,3,1,0,830,1100,95,14,2039,0,1,0,0,0
52,2,1,1,4,0,0,180,730,0,10,920,1,0,0,0,0
52,2,1,1,17,1,0,540,1100,45,14,1699,0,0,0,0,1
115,3,3,1,5,1,0,1035,1900,30,25,2990,0,1,0,0,0
47,1,1,1,5,1,0,390,1000,0,13,1403,0,0,0,1,0
66,2,1,1,8,0,0,530,1780,0,23,2333,0,0,0,0,1
100,2,1,2,0,1,0,0,1650,0,25,1675,0,0,0,0,1
55,2,1,1,2,1,0,300,1319,75,20,1714,0,0,1,0,0
200,3,4,3,20,0,1,2450,12000,1261,153,15860,0,0,0,0,1
51,2,1,1,1,0,0,390,800,50,11,1251,0,1,0,0,0
140,3,3,2,6,1,0,2420,2580,1000,33,6033,0,0,0,0,1
200,4,4,3,4,1,0,1200,4200,580,56,6036,1,0,0,0,0
30,2,2,1,1,1,0,250,1275,50,19,1594,0,0,1,0,0
87,3,2,2,11,1,0,700,3500,125,47,4372,1,0,0,0,0
100,3,2,1,6,1,0,1374,1800,211,27,3412,0,0,1,0,0
48,1,1,1,8,0,0,415,2000,0,8,2423,0,0,0,0,1
40,1,1,1,20,0,0,800,1160,91,15,2066,0,0,0,1,0
78,2,2,1,4,1,0,700,2300,105,34,3139,0,0,1,0,0
200,3,4,3,5,1,1,3249,5500,843,70,9662,0,0,0,0,1
234,3,3,3,0,1,0,0,8200,340,135,8675,1,0,0,0,0
136,3,1,0,8,1,1,2000,3000,0,39,5039,0,0,0,1,0
250,3,4,4,18,1,0,2200,3300,852,42,6394,0,0,0,0,1
125,3,2,1,8,0,1,1164,3000,250,39,4453,0,0,0,1,0
86,2,1,0,0,1,0,0,1387,130,21,1538,0,0,0,0,1
62,2,1,0,8,1,0,504,1100,32,17,1653,0,0,1,0,0
120,3,2,2,0,1,0,0,3110,111,47,3268,0,0,0,0,1
61,1,1,0,8,1,1,378,1900,43,25,2346,0,1,0,0,0
160,3,2,1,5,1,0,1200,2500,170,37,3907,0,0,1,0,0
64,1,1,0,3,1,0,680,1100,50,14,1844,0,1,0,0,0
70,3,2,1,7,1,0,1292,2100,94,28,3514,0,0,0,1,0
258,2,2,1,0,1,0,0,1400,67,22,1489,0,1,0,0,0
163,4,3,2,2,1,0,300,2300,136,31,2767,1,0,0,0,0
360,4,5,4,8,1,0,3500,1700,1417,22,6639,0,0,0,0,1
90,2,2,1,2,0,0,1389,3973,422,52,5836,0,0,0,1,0
50,1,1,0,0,1,0,0,1100,0,17,1117,0,0,0,0,1
264,4,4,1,2,0,1,3200,7000,1067,91,11360,0,0,0,1,0
70,2,1,0,5,1,0,950,2500,199,19,3668,0,0,0,1,0
126,2,2,1,8,0,0,889,3120,204,40,4253,0,0,0,0,1
35,1,1,1,14,0,0,450,2700,0,35,3185,0,0,0,0,1
98,2,2,1,2,1,0,465,1300,54,19,1838,0,0,1,0,0
47,2,1,1,4,1,0,466,1375,0,18,1859,0,0,0,1,0
70,3,2,1,3,1,0,758,2000,109,26,2893,0,0,0,0,1
85,3,3,0,0,0,0,550,2500,72,45,3167,0,0,1,0,0
90,2,2,1,4,1,0,1200,3800,253,49,5302,0,0,0,1,0
250,3,4,3,8,1,0,2850,9000,834,115,12800,0,0,0,0,1
160,4,2,0,0,1,0,0,6800,142,104,7046,0,0,0,1,0
97,2,3,2,15,1,0,768,3300,243,42,4353,0,0,0,0,1
66,2,1,1,3,1,0,477,1100,44,15,1636,0,0,0,1,0
78,3,2,2,1,1,0,780,1540,230,20,2570,0,0,0,0,1
248,3,4,3,10,1,0,2200,6000,742,77,9019,0,0,0,0,1
163,3,2,1,1,1,0,1100,4000,84,51,5235,0,0,0,0,1
332,5,4,3,17,1,0,3200,15000,1167,191,19560,0,0,0,0,1
30,1,1,1,10,1,1,730,1850,70,24,2674,0,0,0,0,1
172,3,3,3,3,1,0,2000,5000,800,65,7865,0,0,0,1,0
100,3,2,0,0,1,0,0,1550,125,26,1701,1,0,0,0,0
260,4,4,2,0,1,0,0,5200,184,79,5463,0,0,0,0,1
432,5,7,6,21,1,0,3208,15000,3007,191,21410,0,0,0,0,1
46,2,1,1,5,0,0,600,1180,25,15,1820,0,0,0,0,1
